manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,City,Price,Km,Region
קיה,2016,פיקנטו,2,אוטומטית,1248.0,בנזין,אשדוד,50000.0,81000.0,דרום
מיני,2010,קופר,4,אוטומטית,1600.0,בנזין,בת ים,39000.0,160000.0,מרכז
פולקסווגן,2011,שירוקו,5,טיפטרוניק,1400.0,בנזין,בית שאן,45000.0,180000.0,צפון
הונדה,2018,CIVIC,1,אוטומטית,1500.0,בנזין,חופית,96000.0,54500.0,מרכז
מאזדה,2014, 6,5,אוטומטית,2000.0,בנזין,ירושלים,35000.0,194000.0,מרכז
מרצדס,1999, CLK,6,אוטומטית,3200.0,בנזין,אום אל פחם,30000.0,270000.0,צפון
אאודי,2013, A5,3,אוטומטית,1800.0,בנזין,ירושלים,68000.0,119000.0,מרכז
יונדאי,2019,איוניק,2,אוטומטית,1600.0,היברידי,אשדוד,90000.0,97000.0,דרום
סוזוקי,2012, אלטו,2,אוטומטית,1000.0,בנזין,מודיעין,21000.0,113000.0,מרכז
סקודה,2012, פאביה (2012),2,אוטומטית,1200.0,בנזין,רחובות,23000.0,200000.0,מרכז
קיה,2017,נירו EV,2,אוטומטית,1500.0,היברידי,בני ברק,80000.0,130000.0,מרכז
סובארו,2015,B4,2,אוטומטית,2500.0,בנזין,טייבה,35000.0,251000.0,מזרח
פולקסווגן,2010,שירוקו,6,אוטומטית,1400.0,בנזין,גני תקווה,45000.0,145000.0,מרכז
יונדאי,2012,i20,3,אוטומטית,1400.0,בנזין,חולון,25000.0,178000.0,מרכז
אאודי,2010, A4,7,אוטומטית,1800.0,בנזין,פתח תקווה,43000.0,177000.0,מרכז
סוזוקי,2011, סוויפט,3,אוטומטית,1200.0,בנזין,בת,32000.0,108000.0,מרכז
הונדה,2014,CIVIC,3,אוטומטית,1800.0,בנזין,אור עקיבא,45000.0,158000.0,מרכז
טויוטה,2017,קורולה,1,אוטומטית,1600.0,בנזין,עראבה,84000.0,102000.0,מזרח
רנו,2014, קליאו דור 4,2,אוטומטית,1187.0,בנזין,גילון,32000.0,114800.0,צפון
קיה,2020,פיקנטו,2,אוטומטית,1200.0,בנזין,ראש פינה,52000.0,44000.0,צפון
קיה,2016,פיקנטו,1,אוטומטית,1200.0,בנזין,בני ברק,28500.0,170000.0,מרכז
יונדאי,2017,i25,2,אוטומטית,1400.0,בנזין,צפת,50000.0,160000.0,צפון
מאזדה,2007,5,3,אוטומטית,2000.0,בנזין,כפר סבא,25000.0,179000.0,מרכז
הונדה,2015,האצ`בק,2,אוטומטית,1500.0,בנזין,בית שמש,60000.0,114000.0,מזרח
סוזוקי,2013, SX4,1,אוטומטית,1600.0,בנזין,תמרת,36000.0,160000.0,מרכז
מרצדס,2004, S-Class,2,אוטומטית,5500.0,בנזין,תל אביב יפו,55000.0,175000.0,מרכז
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,ירושלים,65000.0,7000.0,מרכז
שברולט,2011,קרוז,1,אוטומטית,1600.0,בנזין,מודיעין מכבים רעות,22000.0,150000.0,מרכז
סקודה,2015, אוקטביה (2015),3,אוטומטית,1400.0,בנזין,ירושלים,52000.0,140000.0,מרכז
וולוו,2013,V40,1,אוטומטית,1600.0,בנזין,חיפה,36000.0,197000.0,צפון
יונדאי,2019,אלנטרה,2,אוטומטית,1600.0,בנזין,שפרעם,95000.0,32424.0,צפון
רנו,2015, קליאו דור 4,2,אוטומטית,1197.0,בנזין,ראשון לציון,19456.0,214000.0,מרכז
הונדה,2011,CIVIC,4,אוטומטית,1800.0,בנזין,עכו,30000.0,147445.0,צפון
יונדאי,2019,איוניק,1,אוטומטית,800.0,חשמלי,ירושלים,95000.0,63000.0,מרכז
טויוטה,2014,יאריס,1,אוטומטית,1329.0,בנזין,חדרה,48000.0,89900.0,צפון
קיה,2020,פיקנטו,2,אוטומטית,1248.0,בנזין,טבריה,70000.0,55000.0,צפון
טויוטה,2015,אוריס,2,אוטומטית,1800.0,היברידי,ראשון לציון,56000.0,220000.0,מרכז
סוזוקי,2012, ספלאש,2,אוטומטית,1242.0,בנזין,פתח,31500.0,88000.0,מרכז
פולקסווגן,2011,גולף פלוס,3,אוטומטית,1400.0,בנזין,יד בנימין,18500.0,187000.0,מרכז
סקודה,2017,סופרב,1,אוטומטית,1395.0,בנזין,הוד השרון,92000.0,150000.0,מרכז
אופל,2017,אינסיגניה,2,אוטומטית,1600.0,בנזין,פתח תקווה,66500.0,80000.0,מרכז
סוזוקי,2015, אלטו,1,אוטומטית,1200.0,בנזין,תל,29000.0,91900.0,מרכז
מיני,2017,קופר,2,אוטומטית,1500.0,בנזין,נתיבות,85000.0,145000.0,דרום
סקודה,2013, אוקטביה (2013),3,אוטומטית,1800.0,בנזין,אופקים,30000.0,30000.0,דרום
פולקסווגן,2015,פאסאט,3,טיפטרוניק,1798.0,בנזין,ערערה,90000.0,194000.0,מזרח
אאודי,2006, A3,4,טיפטרוניק,2000.0,בנזין,ראשון לציון,38000.0,227000.0,מרכז
קיה,2017,פיקנטו,3,אוטומטית,1200.0,בנזין,גבעתיים,39000.0,119000.0,מרכז
סוזוקי,2008, SX4,2,אוטומטית,1600.0,בנזין,שוהם,20000.0,184000.0,מרכז
סקודה,2018,אוקטביה,3,אוטומטית,999.0,בנזין,כרמיאל,68000.0,134000.0,צפון
סוזוקי,2018, קרוסאובר,1,אוטומטית,1376.0,בנזין,רמלה,87000.0,91400.0,מרכז
טויוטה,2017,קורולה,2,אוטומטית,1600.0,בנזין,יבנה,83000.0,50000.0,מרכז
הונדה,2018,CIVIC,1,אוטומטית,1800.0,בנזין,ראשון לציון,86900.0,66400.0,מרכז
אאודי,2016, A1,2,אוטומטית,1000.0,בנזין,נתניה,60000.0,133000.0,מרכז
טויוטה,2016,קורולה,1,אוטומטית,1600.0,בנזין,פרדס חנה כרכור,82000.0,81900.0,צפון
ניסאן,2015, מיקרה,1,אוטומטית,1198.0,בנזין,ראשון לציון,32000.0,131000.0,מרכז
לקסוס,2014, IS300H,3,אוטומטית,1600.0,היברידי,כאבול,73000.0,143000.0,מזרח
סקודה,2017,ראפיד ספייסבק,1,אוטומטית,1400.0,בנזין,פתח תקווה,65000.0,85000.0,מרכז
סקודה,2017,אוקטביה קומבי,2,אוטומטית,1200.0,בנזין,עכו,62000.0,130.0,צפון
אאודי,2009, A5,2,אוטומטית,2000.0,בנזין,הרצליה,65000.0,85000.0,מרכז
קיה,2018,נירו PHEV,2,אוטומטית,1600.0,היברידי,ירושלים,85000.0,110000.0,מרכז
הונדה,2011,CIVIC,1,אוטומטית,1800.0,בנזין,ראשון לציון,41900.0,84000.0,מרכז
וולוו,2013,S80,2,אוטומטית,2000.0,בנזין,גני תקווה,53000.0,60650.0,מרכז
טויוטה,2019,C-HR,1,אוטומטית,1800.0,היברידי,נשר,98000.0,48000.0,צפון
שברולט,2017,מאליבו,2,אוטומטית,1500.0,בנזין,רחובות,70000.0,100329.50069539249,מרכז
שברולט,2019,ספארק,2,אוטומטית,1400.0,בנזין,ירושלים,60000.0,55000.0,מרכז
סיטרואן,2014,C3,2,רובוטית,1500.0,דיזל,פרדס חנה כרכור,20000.0,191000.0,צפון
ב.מ.וו,2013,316,4,אוטומטית,1600.0,בנזין,ירושלים,60000.0,170000.0,מרכז
אופל,2012,קורסה,3,אוטומטית,1400.0,בנזין,דאלית אל כרמל,25000.0,255.0,צפון
סובארו,2015,אימפרזה,2,אוטומטית,1600.0,בנזין,צפת,29000.0,175000.0,צפון
פולקסווגן,2017,גולף,2,אוטומטית,1400.0,בנזין,מגשימים,84000.0,59000.0,מרכז
סובארו,1990,לאונה,9,ידנית,1600.0,בנזין,טייבה,40000.0,450000.0,מזרח
אאודי,2016, A1,2,אוטומטית,1000.0,בנזין,ראשון לציון,65900.0,110000.0,מרכז
יונדאי,2009,i30,3,אוטומטית,1600.0,בנזין,נתיבות,21900.0,198500.0,דרום
פיג'ו,2017,208,2,ידנית,1600.0,דיזל,כפר סבא,35000.0,153000.0,מרכז
מיצובישי,2020,אקליפס,2,אוטומטית,2000.0,בנזין,טירת כרמל,85000.0,76000.0,צפון
קיה,2020,פיקנטו,1,אוטומטית,1248.0,בנזין,גבעתיי,89000.0,13500.0,מזרח
מאזדה,2009,5,3,אוטומטית,2000.0,בנזין,בת ים,21000.0,190000.0,מרכז
לקסוס,2008, IS250,5,אוטומטית,1600.0,בנזין,עפולה,38000.0,176600.0,מזרח
הונדה,2017,JAZZ,1,אוטומטית,1000.0,בנזין,כפר יונה,50000.0,90000.0,מרכז
שברולט,2013,סוניק,3,אוטומטית,1600.0,בנזין,תל אביב יפו,25000.0,120000.0,מרכז
יונדאי,2016,סונטה,1,אוטומטית,2000.0,היברידי,מודיעין מכבים רעות,93000.0,153000.0,מרכז
קיה,2021,פיקנטו,1,אוטומטית,1200.0,בנזין,חיפה,79000.0,45000.0,צפון
אאודי,2010, A3,5,אוטומטית,1800.0,בנזין,כפר סבא,42000.0,159000.0,מרכז
פיג'ו,2007,307CC,5,אוטומטית,2000.0,בנזין,ראשון לציון,27000.0,170000.0,מרכז
מיצובישי,2015,ספייס סטאר,2,אוטומטית,1200.0,בנזין,בית שמש,36000.0,100.0,מזרח
מאזדה,2016, 3,1,אוטומטית,1500.0,בנזין,בת ים,49000.0,110000.0,מרכז
וולוו,2018,V40,1,אוטומטית,1500.0,בנזין,קריית ביאליק,95000.0,35000.0,מזרח
סובארו,2016,אאוטבק,2,אוטומטית,2500.0,בנזין,תל אביב יפו,65000.0,119000.0,מרכז
טויוטה,2014,קורולה,3,אוטומטית,1600.0,בנזין,קריות,53000.0,173.0,צפון
פולקסווגן,2010,פולו,4,אוטומטית,1200.0,בנזין,עין מאהל,24000.0,197593.0,מזרח
סקודה,2010, אוקטביה (2010),2,אוטומטית,1197.0,בנזין,ירושלים,24000.0,108000.0,מרכז
הונדה,2013,ג'אז הייבריד,2,אוטומטית,1339.0,היברידי,באר שבע,41500.0,133000.0,דרום
סוזוקי,2017, איגניס,1,אוטומטית,1242.0,בנזין,ראשון,62000.0,6300.0,מרכז
סקודה,2015, אוקטביה (2015),1,אוטומטית,1600.0,דיזל,באר שבע,40000.0,220.0,דרום
שברולט,2017,קרוז,2,אוטומטית,1400.0,בנזין,אילת,53000.0,92000.0,דרום
שברולט,2014,טראקס,3,אוטומטית,1400.0,בנזין,חיפה,40000.0,130000.0,צפון
טויוטה,2015,פריוס,3,אוטומטית,1800.0,היברידי,בני ברק,95000.0,155000.0,מרכז
קיה,2016,פיקנטו,3,אוטומטית,1250.0,בנזין,ראשון לציון,29900.0,110000.0,מרכז
ב.מ.וו,1999,סדרה 3,3,ידנית,2000.0,בנזין,בת ים,35000.0,95000.0,מרכז
מאזדה,2009,6,6,אוטומטית,2000.0,בנזין,רמלה,25500.0,180000.0,מרכז
אופל,2018,אסטרה,2,אוטומטית,1400.0,בנזין,גני תקווה,60000.0,80000.0,מרכז
סקודה,2015, ראפיד (2015),3,אוטומטית,1395.0,בנזין,לוד,38000.0,162000.0,מרכז
מיצובישי,2018,ASX,2,אוטומטית,2000.0,בנזין,רמת גן,80000.0,71000.0,מרכז
דייהטסו,2008, טריוס,3,אוטומטית,1500.0,בנזין,רעננה,35000.0,148000.0,מרכז
ב.מ.וו,2017,סדרה 1,2,אוטומטית,1500.0,בנזין,תל אביב יפו,95000.0,0.0,מרכז
יונדאי,2017,i30CW,3,רובוטית,1600.0,בנזין,רחובות,58000.0,85000.0,מרכז
מיני,2014,קופר,3,אוטומטית,1500.0,בנזין,ראש העין,65000.0,82000.0,מרכז
הונדה,2009,אודסיי,2,אוטומטית,3471.0,בנזין,כפר סבא,45000.0,200000.0,מרכז
יונדאי,2016,i10,1,אוטומטית,1000.0,בנזין,הוד השרון,42000.0,82000.0,מרכז
סקודה,2012, ייטי (2012),2,רובוטית,1200.0,בנזין,החותרים,28000.0,191000.0,מזרח
קיה,2015,פיקנטו,3,אוטומטית,1248.0,בנזין,ירושלים,38000.0,99000.0,מרכז
מיצובישי,2020,לנסר ספורטבק,2,אוטומטית,4200.0,גז,פתח תקווה,35000.0,90000.0,מרכז
מאזדה,2017, 5,2,אוטומטית,2000.0,בנזין,גבעתיים,70000.0,115000.0,מרכז
ניסאן,2017, מיקרה,2,אוטומטית,1200.0,בנזין,קרית גת,72000.0,125000.0,דרום
הונדה,2007,CIVIC,2,אוטומטית,1800.0,בנזין,ירושלים,20500.0,227000.0,מרכז
לקסוס,2010, IS250,3,אוטומטית,1600.0,בנזין,אשדוד,65000.0,163000.0,דרום
קיה,2011,ריו,3,אוטומטית,1399.0,בנזין,רבבה,19000.0,165000.0,צפון
הונדה,2017,JAZZ,1,אוטומטית,1318.0,בנזין,ירושלים,69500.0,42000.0,מרכז
קיה,2008,קרניבל,2,אוטומטית,2700.0,בנזין,הרצליה,20000.0,194000.0,מרכז
מיני,2011,קופר,3,אוטומטית,1598.0,בנזין,רחובות,48000.0,130000.0,מרכז
סקודה,2014, אוקטביה RS (2014),5,אוטומטית,2000.0,בנזין,ירושלים,88000.0,185.0,מרכז
מאזדה,2014, 5,3,אוטומטית,2000.0,בנזין,מודיעין מכבים רעות,68000.0,145000.0,מרכז
סוזוקי,2016, סלריו,2,רובוטית,998.0,בנזין,חולון,32000.0,112.0,מרכז
הונדה,2010,CIVIC,4,אוטומטית,1800.0,בנזין,כפר תבור,26500.0,212000.0,צפון
סוזוקי,2018, SX4 קרוסאובר,2,אוטומטית,1400.0,בנזין,קרית,57000.0,144548.0,צפון
סיטרואן,2019,AX,1,ידנית,1600.0,דיזל,ירושלים,92000.0,105.0,מרכז
מיצובישי,2017,ספייס סטאר,2,אוטומטית,1193.0,בנזין,רמת השרון,48000.0,75000.0,מרכז
הונדה,2015,ACCORD,2,אוטומטית,2000.0,בנזין,כרמיאל,57000.0,130000.0,צפון
מאזדה,2009,3,3,אוטומטית,1600.0,בנזין,מודיעין מכבים רעות,19000.0,212000.0,מרכז
דייהטסו,2011,סיריון,2,אוטומטית,1300.0,בנזין,ירושלים,23000.0,167000.0,מרכז
פולקסווגן,2011,פאסאט CC,4,אוטומטית,1800.0,בנזין,ירושלים,35000.0,139.0,מרכז
פולקסווגן,2016,ג'טה,1,אוטומטית,1200.0,בנזין,בת ים,45000.0,170000.0,מרכז
סיטרואן,2012,C4,3,רובוטית,1600.0,בנזין,הוד השרון,18800.0,105000.0,מרכז
פורד,2013,פיאסטה,3,ידנית,1250.0,בנזין,רחובות,22000.0,76000.0,מרכז
קרייזלר,2009,"גראנד, וויאג`ר",3,אוטומטית,3300.0,בנזין,אבו סנאן,38000.0,88000.0,מזרח
מרצדס,2009, S-Class,2,אוטומטית,3500.0,בנזין,קרית גת,95000.0,210000.0,דרום
פולקסווגן,2010,פולו,4,אוטומטית,1200.0,בנזין,באר יעקב,28500.0,195100.0,מרכז
מרצדס,2013, V- CLASS,3,טיפטרוניק,3000.0,טורבו דיזל,מבשרת ציון,90000.0,132118.1675948426,מרכז
פיג'ו,2012,208,3,אוטומטית,1600.0,בנזין,הרצליה,23000.0,66000.0,מרכז
סוזוקי,2012, SX4,3,אוטומטית,1600.0,בנזין,נתניה,25000.0,170000.0,מרכז
הונדה,2007,לג`נד,4,אוטומטית,3500.0,בנזין,קרית מוצקין,45000.0,270000.0,צפון
טויוטה,2017,יאריס,1,אוטומטית,1500.0,בנזין,חיפה,68000.0,75000.0,צפון
וולוו,2008,C30,4,אוטומטית,2400.0,בנזין,ירושלים,20000.0,148600.0,מרכז
סוזוקי,2018, סלריו,2,אוטומטית,1000.0,בנזין,לוד,34900.0,97000.0,מרכז
מיצובישי,2010,אאוטלנדר,1,אוטומטית,2000.0,בנזין,פתח תקווה,42000.0,163000.0,מרכז
מיצובישי,2009,I-MIEV,3,אוטומטית,1600.0,דיזל,בת ים,95000.0,156000.0,מרכז
טויוטה,2016,קורולה,2,אוטומטית,1600.0,בנזין,פתח תקווה,65000.0,126000.0,מרכז
סובארו,2010,B4,3,אוטומטית,2000.0,בנזין,באר שבע,39500.0,150000.0,דרום
אופל,2011,אינסיגניה,3,אוטומטית,2000.0,בנזין,כפר יונה,28000.0,129600.0,מרכז
אאודי,2011, A1,3,אוטומטית,1400.0,בנזין,כרמיאל,48000.0,150000.0,צפון
טויוטה,2015,קורולה,2,אוטומטית,1598.0,בנזין,מיתר,50000.0,116223.83414511755,דרום
סקודה,2014, ראפיד (2014),2,אוטומטית,1400.0,בנזין,נחף,30000.0,187000.0,מזרח
סקודה,2012, סופרב (2012),4,אוטומטית,1800.0,בנזין,נתניה,19999.0,148900.0,מרכז
יונדאי,2018,איוניק,2,אוטומטית,1600.0,בנזין,עפולה,75000.0,122000.0,מזרח
פולקסווגן,2016,CADDY COMBI,1,טיפטרוניק,1395.0,בנזין,אשקלון,47000.0,36000.0,דרום
מיצובישי,2015,ספייס סטאר,1,אוטומטית,1200.0,בנזין,ראשון לציון,36900.0,120000.0,מרכז
סקודה,2018,אוקטביה,2,אוטומטית,999.0,בנזין,גשר הזיו,65000.0,143000.0,צפון
פולקסווגן,2013,פולו,2,אוטומטית,1200.0,בנזין,הוד השרון,40000.0,110000.0,מרכז
סקודה,2013, אוקטביה (2013),1,אוטומטית,1400.0,בנזין,רעננה,50000.0,168000.0,מרכז
רנו,2012, פלואנס,2,אוטומטית,1500.0,דיזל,טבריה,23000.0,230000.0,צפון
קיה,2019,פיקנטו,1,אוטומטית,1300.0,בנזין,בת ים,68000.0,45780.0,מרכז
סקודה,2014," פאביה
 (2014)",2,ידנית,1400.0,בנזין,בית שמש,33000.0,75000.0,מזרח
סוזוקי,2009, SX4,4,אוטומטית,1600.0,בנזין,ראשון,22900.0,155000.0,מרכז
סקודה,2014," רומסטר
 (2014)",3,אוטומטית,1197.0,בנזין,מבשרת ציון,29000.0,23000.0,מרכז
פולקסווגן,2010,פולו,3,אוטומטית,1200.0,בנזין,חולון,27000.0,163000.0,מרכז
סובארו,2017,XV,1,אוטומטית,1600.0,בנזין,ראשון לציון,59900.0,102000.0,מרכז
ב.מ.וו,2006,סדרה 5,6,אוטומטית,2500.0,בנזין,עין מאהל,35000.0,187748.33466887847,מזרח
אופל,2016,מוקה,1,אוטומטית,1800.0,בנזין,מודיעין מכבים רעות,61000.0,105400.0,מרכז
שברולט,2010,מאליבו,2,אוטומטית,3500.0,בנזין,נצרת,24000.0,190000.0,צפון
אופל,2019,אדם,1,רובוטית,1400.0,בנזין,תל אביב יפו,65000.0,17500.0,מרכז
קיה,2012,קרניבל,3,אוטומטית,2900.0,דיזל,ראשון לציון,35000.0,144000.0,מרכז
מיני,2016,ONE,1,אוטומטית,1200.0,בנזין,ירושלים,77000.0,87000.0,מרכז
רנו,2012, פלואנס חשמלי,2,אוטומטית,90.0,חשמלי,בית שמש,27000.0,42300.0,מזרח
אאודי,2014, Q3,2,אוטומטית,1500.0,בנזין,רמת גן,79000.0,80000.0,מרכז
הונדה,2011,CIVIC,3,אוטומטית,1800.0,בנזין,צור הדסה,29000.0,227000.0,מרכז
שברולט,2018,ספארק,1,אוטומטית,1400.0,בנזין,פתח תקווה,59000.0,66000.0,מרכז
יונדאי,2017,אלנטרה,1,אוטומטית,1600.0,בנזין,שגב שלום,70000.0,12000.0,מזרח
דייהטסו,2010,סיריון,2,אוטומטית,1300.0,בנזין,באר שבע,18500.0,210000.0,דרום
אלפא רומיאו,2011, מיטו,3,רובוטית,1400.0,בנזין,תל אביב יפו,25000.0,156.0,מרכז
שברולט,2017,מאליבו,2,אוטומטית,1500.0,בנזין,אשקלון,68000.0,95000.0,דרום
יונדאי,2013,ולוסטר,6,אוטומטית,1600.0,בנזין,חדרה,55000.0,35000.0,צפון
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000.0,בנזין,נחושה,87000.0,110000.0,מזרח
קיה,2015,פיקנטו,1,אוטומטית,125.0,בנזין,שערי תקווה,44000.0,100000.0,צפון
פולקסווגן,2013,גולף,3,אוטומטית,1400.0,בנזין,ירושלים,37000.0,159000.0,מרכז
שברולט,2021,ספארק,1,אוטומטית,1398.0,בנזין,בארותיים,81000.0,19500.0,מרכז
סוזוקי,2011, SX4,2,אוטומטית,1600.0,בנזין,ירושלים,23000.0,215000.0,מרכז
סיטרואן,2016,C3,2,רובוטית,1500.0,דיזל,חדרה,23000.0,210000.0,צפון
סקודה,2013, סופרב (2013),2,אוטומטית,1800.0,בנזין,עמק חפר,42000.0,159000.0,מזרח
מיצובישי,2016,I-MIEV,2,אוטומטית,1600.0,בנזין,נשר,92000.0,110000.0,צפון
יונדאי,2019,i10,1,אוטומטית,1250.0,בנזין,ירושלים,68000.0,44000.0,מרכז
סקודה,2014, אוקטביה (2014),2,אוטומטית,1800.0,בנזין,חולון,45000.0,150000.0,מרכז
רנו,2015, קפצ`ור,2,אוטומטית,1200.0,בנזין,שתולים,39000.0,114000.0,דרום
אלפא רומיאו,2015, ג'ולייטה,3,אוטומטית,1800.0,בנזין,באר שבע,70000.0,147000.0,דרום
קיה,2017,נירו EV,2,אוטומטית,1600.0,היברידי,מעלה אדומים,85000.0,106000.0,מרכז
אופל,2016,אסטרה,2,אוטומטית,1400.0,דיזל,ירושלים,20000.0,231000.0,מרכז
אופל,2015,אסטרה,2,אוטומטית,1400.0,בנזין,אום אל פחם,21000.0,260000.0,צפון
קיה,2021,פיקנטו,1,אוטומטית,1200.0,בנזין,רחובות,69000.0,42000.0,מרכז
שברולט,2020,ספארק,1,אוטומטית,1400.0,בנזין,חולון,62000.0,38000.0,מרכז
סקודה,2018,אוקטביה,1,אוטומטית,1600.0,בנזין,תל אביב יפו,45000.0,40000.0,מרכז
טויוטה,2015,קורולה,1,אוטומטית,1600.0,בנזין,כרמיאל,76000.0,43000.0,צפון
אאודי,2012, A3,5,אוטומטית,1800.0,בנזין,אשדוד,50000.0,107000.0,דרום
קיה,2019,פיקנטו,1,אוטומטית,1280.0,בנזין,בת ים,64000.0,45800.0,מרכז
קיה,2019,פיקנטו,1,אוטומטית,1200.0,בנזין,חיפה,64000.0,60000.0,צפון
פולקסווגן,2017,גולף,4,אוטומטית,1395.0,בנזין,מג'ד אל-כרום,80000.0,143000.0,מזרח
שברולט,2017,מאליבו,3,אוטומטית,1600.0,בנזין,בית שאן,75000.0,62000.0,צפון
דייהטסו,2008,שרמנט,1,אוטומטית,1500.0,בנזין,תל אביב יפו,26000.0,190000.0,מרכז
ניסאן,2018, אלתימה,3,אוטומטית,1200.0,בנזין,אילת,85000.0,30000.0,דרום
מרצדס,2009, E-Class,5,אוטומטית,3000.0,בנזין,מגאר,55000.0,190000.0,צפון
קיה,2014,פורטה,3,אוטומטית,1591.0,בנזין,אשקלון,39000.0,162000.0,דרום
פורד,2012,גלאקסי,2,רובוטית,2000.0,בנזין,רמת גן,28000.0,260000.0,מרכז
פולקסווגן,2012,פולו,3,ידנית,1400.0,בנזין,נצרת,25000.0,255000.0,צפון
מיצובישי,2019,אטראז',1,אוטומטית,80.0,בנזין,אילת,60000.0,115000.0,דרום
מיצובישי,2020,לנסר ספורטבק,2,אוטומטית,4200.0,גז,ירושלים,35000.0,90000.0,מרכז
שברולט,2018,טראקס,1,אוטומטית,1390.0,בנזין,תל אביב יפו,85000.0,14000.0,מרכז
יונדאי,2017,איוניק,2,אוטומטית,1600.0,בנזין,אלעד,74000.0,120000.0,מרכז
הונדה,2014,ג'אז הייבריד,2,אוטומטית,1300.0,בנזין,חיפה,47000.0,90000.0,צפון
יונדאי,2016,אלנטרה,2,אוטומטית,1600.0,בנזין,באר שבע,48000.0,125000.0,דרום
סיטרואן,2019,C3,1,אוטומטית,1200.0,בנזין,ראשון לציון,69000.0,47000.0,מרכז
סיטרואן,2017,C1,2,אוטומטית,1000.0,בנזין,חיפה,37000.0,55000.0,צפון
ניסאן,2017, פרימרה,1,אוטומטית,1200.0,בנזין,ירושלים,62000.0,90000.0,מרכז
אאודי,2016, A3,3,אוטומטית,1800.0,בנזין,ירושלים,86500.0,118000.0,מרכז
הונדה,2011,CIVIC,5,אוטומטית,1339.0,היברידי,עראבה,23000.0,148012.50104456767,מזרח
מרצדס,2005, SLK,8,אוטומטית,3500.0,בנזין,ירושלים,80000.0,251000.0,מרכז
אאודי,2014, A1,3,אוטומטית,1400.0,בנזין,ירושלים,55000.0,130000.0,מרכז
הונדה,2013,CIVIC,5,אוטומטית,1800.0,בנזין,קרית יערים,34500.0,160000.0,מרכז
פיג'ו,2014,508,1,אוטומטית,1600.0,בנזין,בת ים,22000.0,150000.0,מרכז
יונדאי,2016,i25,2,אוטומטית,1400.0,בנזין,נתיבות,39000.0,180000.0,דרום
פולקסווגן,2013,גולף,3,אוטומטית,1400.0,בנזין,ירושלים,37000.0,159000.0,מרכז
ב.מ.וו,2012,סדרה 1,3,אוטומטית,1500.0,בנזין,הרצליה,40000.0,200000.0,מרכז
הונדה,2011,JAZZ,3,אוטומטית,1300.0,בנזין,ירושלים,31000.0,121000.0,מרכז
קרייזלר,2010,וויאג`ר,2,אוטומטית,3800.0,בנזין,נתניה,45000.0,172000.0,מרכז
ניסאן,2018, ג'וק JUKE,2,אוטומטית,1600.0,בנזין,רחובות,73000.0,85000.0,מרכז
פולקסווגן,2013,פולו,3,אוטומטית,1200.0,בנזין,ירושלים,35000.0,136000.0,מרכז
רנו,2013, קליאו דור 4,1,ידנית,900.0,בנזין,ראשון לציון,30000.0,70000.0,מרכז
ב.מ.וו,2010,M1,2,אוטומטית,15000.0,בנזין,תל אביב יפו,70000.0,0.0,מרכז
פולקסווגן,2011,גולף GTI,7,אוטומטית,2000.0,בנזין,ירושלים,73500.0,128000.0,מרכז
סקודה,2014, סופרב (2014),1,אוטומטית,1800.0,בנזין,עפולה,50000.0,279733.0,מזרח
אאודי,2006, A3,4,טיפטרוניק,2000.0,בנזין,ראשון לציון,38000.0,227000.0,מרכז
מיצובישי,2018,ספייס סטאר,1,אוטומטית,1400.0,בנזין,ירושלים,42500.0,95000.0,מרכז
מיצובישי,2016,GT3000,2,אוטומטית,1600.0,בנזין,נשר,92000.0,110000.0,צפון
אאודי,2011, A1,3,אוטומטית,1400.0,בנזין,כרמיאל,48000.0,150000.0,צפון
טויוטה,2017,יאריס,1,אוטומטית,1459.0,בנזין,פתח תקווה,77000.0,57.0,מרכז
יונדאי,2018,איוניק,2,אוטומטית,1600.0,בנזין,מודיעין,90000.0,60000.0,מרכז
יונדאי,2012,i25,3,אוטומטית,1400.0,בנזין,פתח תקווה,28000.0,191000.0,מרכז
שברולט,2018,ספארק,2,אוטומטית,1400.0,בנזין,מודיעין מכבים רעות,54900.0,29400.0,מרכז
אאודי,2013, R8,2,אוטומטית,1300.0,דיזל,תל אביב יפו,45645.0,1212.0,מרכז
הונדה,2015,JAZZ,1,אוטומטית,1300.0,בנזין,פתח תיקווה,64000.0,60000.0,מזרח
פולקסווגן,2014,פולו,2,ידנית,1200.0,בנזין,תל אביב יפו,35000.0,120000.0,מרכז
טויוטה,2018,קורולה,1,אוטומטית,1600.0,בנזין,חדרה,92000.0,110000.0,צפון
הונדה,2008,CIVIC,4,אוטומטית,1800.0,בנזין,אופקים,20000.0,200500.0,דרום
סוזוקי,2014, SX4 קרוסאובר,3,אוטומטית,1800.0,בנזין,ירושלים,40500.0,138450.0,מרכז
יונדאי,2017,i20,2,אוטומטית,1368.0,בנזין,גבעתיים,64000.0,105000.0,מרכז
סקודה,2017,אוקטביה,3,אוטומטית,1968.0,דיזל,שפרעם,70000.0,102000.0,צפון
אאודי,2009, A4,2,טיפטרוניק,1800.0,בנזין,אופקים,25000.0,200000.0,דרום
אופל,2014,אסטרה,2,אוטומטית,1600.0,בנזין,גן יבנה,23900.0,162000.0,דרום
אאודי,2016, A3,3,אוטומטית,1800.0,בנזין,מגאר,90000.0,110000.0,צפון
