manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,City,Price,Km,Region
מיצובישי,2008,אאוטלנדר,3,אוטומטית,2000.0,בנזין,רחובות,32000.0,176600.0,מרכז
הונדה,2014,האצ`בק,2,ידנית,1800.0,בנזין,ירושלים,40000.0,190000.0,מרכז
סוזוקי,2009, סוויפט,1,אוטומטית,1500.0,בנזין,תל,27500.0,151000.0,מרכז
פולקסווגן,2012,ג`טה,2,אוטומטית,1200.0,בנזין,טייבה משולש,27000.0,200.0,מזרח
קיה,2015,פיקנטו,1,אוטומטית,1248.0,בנזין,חולון,40000.0,87000.0,מרכז
יונדאי,2017,אלנטרה,1,אוטומטית,1591.0,בנזין,הוד השרון,78000.0,73000.0,מרכז
סקודה,2011, אוקטביה (2011),2,אוטומטית,1197.0,בנזין,מעלות תרשיחא,26000.0,139000.0,צפון
סובארו,2015,XV,2,אוטומטית,2000.0,בנזין,רמת גן,74850.0,112000.0,מרכז
הונדה,2009,CIVIC,2,אוטומטית,1800.0,בנזין,נתיבות,27000.0,240000.0,דרום
סקודה,2010, אוקטביה (2010),6,אוטומטית,1800.0,בנזין,באר שבע,22000.0,174000.0,דרום
אופל,2013,אסטרה,2,אוטומטית,1400.0,בנזין,מזכרת בתיה,22000.0,145000.0,מרכז
פולקסווגן,2011,פולו,3,אוטומטית,1197.0,בנזין,פתח תקווה,36000.0,108000.0,מרכז
סוזוקי,2010, SX4,3,אוטומטית,1600.0,בנזין,בית,20000.0,265900.0,מרכז
סקודה,2010, אוקטביה (2010),1,ידנית,1400.0,בנזין,רמת גן,29000.0,160000.0,מרכז
סקודה,2016, אוקטביה (2016),2,אוטומטית,1200.0,בנזין,מודיעין מכבים רעות,55000.0,100000.0,מרכז
קיה,2019,סטוניק,2,אוטומטית,1000.0,בנזין,אילון,90000.0,45000.0,צפון
הונדה,2008,ACCORD,5,אוטומטית,2400.0,בנזין,ירושלים,24000.0,220000.0,מזרח
טויוטה,2015,פריוס,3,אוטומטית,1800.0,היברידי,אלעד,73000.0,153000.0,מרכז
ב.מ.וו,2016,סדרה 3,2,אוטומטית,2000.0,בנזין,באר שבע,80000.0,122000.0,דרום
אופל,2016,אסטרה,2,אוטומטית,1300.0,בנזין,טירת כרמל,32000.0,115744.0,צפון
הונדה,2009,ACCORD,4,אוטומטית,2400.0,גז,"כפר חב""ד",39000.0,108000.0,מזרח
פולקסווגן,2017,גולף,2,אוטומטית,1400.0,בנזין,סח'נין,77000.0,114000.0,מזרח
הונדה,2017,CIVIC,2,אוטומטית,1798.0,בנזין,Rishon LeTsiyon,54900.0,122000.0,מזרח
טויוטה,2016,פריוס,2,אוטומטית,1800.0,היברידי,רעננה,68500.0,179000.0,מרכז
אופל,2015,אינסיגניה,1,טיפטרוניק,2000.0,בנזין,הרצליה,40000.0,120000.0,מרכז
ניסאן,2018, מיקרה,2,אוטומטית,1200.0,בנזין,אשקלון,33500.0,134000.0,דרום
אאודי,2015, A4,2,אוטומטית,1798.0,בנזין,חיפה,85000.0,99.0,צפון
יונדאי,2019,i20,1,אוטומטית,1000.0,בנזין,תל אביב יפו,82000.0,12000.0,מרכז
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,פתח תקווה,65000.0,7000.0,מרכז
קרייזלר,2007,300C,4,אוטומטית,3600.0,בנזין,ראשון לציון,58000.0,240000.0,מרכז
פולקסווגן,2012,ג'טה,2,אוטומטית,1400.0,בנזין,אום אל פחם,29000.0,225000.0,צפון
סקודה,2017,ראפיד,2,אוטומטית,1200.0,בנזין,חיפה,59000.0,150000.0,צפון
שברולט,2014,אימפלה,1,אוטומטית,3600.0,בנזין,חד נס,78000.0,156000.0,צפון
קיה,2015,ספיה,2,אוטומטית,1600.0,בנזין,תנובות,74000.0,62000.0,מרכז
יונדאי,2010,i20,3,אוטומטית,1600.0,בנזין,צפריה,22000.0,199.0,מרכז
הונדה,2018,JAZZ,2,אוטומטית,1300.0,בנזין,חדרה,70000.0,66000.0,צפון
יונדאי,2017,סונטה,3,אוטומטית,2000.0,בנזין,בית שמש,86000.0,132000.0,מזרח
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,חולון,65000.0,7000.0,מרכז
אופל,2014,קורסה החדשה,1,אוטומטית,1400.0,בנזין,ירושלים,25000.0,67000.0,מרכז
קיה,2019,סטוניק,2,אוטומטית,998.0,בנזין,מודיעין מכבים רעות,92000.0,90000.0,מרכז
סוזוקי,2017, בלנו,2,ידנית,1242.0,בנזין,ראש,42000.0,102000.0,מזרח
מאזדה,2008, 5,4,אוטומטית,2000.0,בנזין,אלעד,22000.0,243000.0,מרכז
הונדה,2009,ACCORD,3,אוטומטית,2400.0,בנזין,אור יהודה,45000.0,123000.0,מרכז
קיה,2013,פיקנטו,3,אוטומטית,13.0,בנזין,נשר,36000.0,122100.0,צפון
סקודה,2013, סופרב (2013),3,אוטומטית,1800.0,בנזין,אשקלון,33000.0,195000.0,דרום
סקודה,2013," רומסטר
 (2013)",1,ידנית,1300.0,בנזין,אבני איתן,20000.0,174000.0,מזרח
מאזדה,2018, 3,2,אוטומטית,2000.0,בנזין,חריש,85000.0,104000.0,צפון
פיג'ו,2005,307CC,5,טיפטרוניק,2000.0,גז,רמת מגשימים,33000.0,290000.0,מזרח
יונדאי,2014,i10,1,ידנית,1000.0,בנזין,חולון,22500.0,260000.0,מרכז
סיטרואן,2015,C3,2,רובוטית,1600.0,דיזל,ירושלים,19000.0,182000.0,מרכז
שברולט,2014,טראקס,1,אוטומטית,1400.0,בנזין,נשר,45000.0,140000.0,צפון
סוזוקי,2018, סלריו,2,אוטומטית,1000.0,בנזין,רחובות,43000.0,98000.0,מזרח
לקסוס,2008, RC,4,אוטומטית,1600.0,גז,בני ברק,60000.0,176600.0,מרכז
פולקסווגן,2015,פולו,2,אוטומטית,1197.0,בנזין,תל אביב יפו,42000.0,167500.0,מרכז
הונדה,2016,CIVIC,1,אוטומטית,1799.0,בנזין,הרצליה,67000.0,77000.0,מרכז
שברולט,2020,ספארק,1,אוטומטית,1500.0,בנזין,מגאר,70000.0,47000.0,צפון
הונדה,2014,JAZZ,2,אוטומטית,1339.0,היברידי,קרית אתא,41000.0,125000.0,צפון
הונדה,2010,CIVIC,1,אוטומטית,1800.0,בנזין,ירושלים,33000.0,100300.0,מרכז
קיה,2015,פיקנטו,3,אוטומטית,1300.0,בנזין,ראשון לציון,43000.0,76000.0,מרכז
הונדה,2017,JAZZ,2,אוטומטית,1300.0,בנזין,הרצליה,59500.0,135000.0,מרכז
פולקסווגן,2016,גולף,2,אוטומטית,1400.0,בנזין,קרית שמונה,70000.0,160000.0,צפון
מאזדה,2008,6,3,אוטומטית,2000.0,בנזין,ראשון לציון,24900.0,199000.0,מרכז
פולקסווגן,2012,ג`טה,3,אוטומטית,1200.0,בנזין,גני תקווה,29900.0,140000.0,מרכז
פולקסווגן,2018,פולו,3,אוטומטית,1100.0,בנזין,הרצליה,92000.0,46000.0,מרכז
קיה,2016,ריו,3,אוטומטית,1400.0,בנזין,כפר מצר,35000.0,200.0,מזרח
קיה,2015,פיקנטו,2,אוטומטית,1248.0,בנזין,כפר סבא,38500.0,115000.0,מרכז
סקודה,2013, ראפיד (2013),4,אוטומטית,1400.0,בנזין,אופקים,38000.0,150000.0,דרום
סקודה,2016, פאביה ספייס (2016),2,אוטומטית,1200.0,בנזין,לוד,50000.0,124.0,מרכז
לקסוס,2011, IS250,4,אוטומטית,1600.0,בנזין,זמר,84999.0,148722.0,מזרח
הונדה,2013,JAZZ,2,אוטומטית,1339.0,היברידי,באר שבע,41500.0,133000.0,דרום
מרצדס,2008, C-Class,8,אוטומטית,1800.0,בנזין,אור עקיבא,43000.0,171854.0012191534,מרכז
שברולט,2016,מאליבו,1,אוטומטית,2000.0,בנזין,רשפון,65000.0,67000.0,מרכז
אאודי,2013, Q3,2,אוטומטית,1984.0,בנזין,ירכא,70000.0,130000.0,מזרח
שברולט,2017,ספארק,2,אוטומטית,1400.0,בנזין,אשדוד,66000.0,21000.0,דרום
הונדה,2011,INSIGHT,3,אוטומטית,1200.0,בנזין,אשקלון,22000.0,270.0,דרום
אלפא רומיאו,2015, ג'ולייטה,3,רובוטית,14000.0,בנזין,חיפה,60000.0,96000.0,צפון
סוזוקי,2011, SX4,2,אוטומטית,1600.0,בנזין,ירושלים,21000.0,215000.0,מרכז
אופל,2018,זאפירה,2,אוטומטית,1400.0,בנזין,גן השומרון,75000.0,101000.0,צפון
סקודה,2013, סופרב (2013),3,אוטומטית,1800.0,בנזין,בת ים,33000.0,180000.0,מרכז
סיטרואן,2016,C4,3,ידנית,1200.0,בנזין,חדרה,23000.0,236000.0,צפון
הונדה,2010,CIVIC,4,אוטומטית,1800.0,בנזין,כפר תבור,26500.0,212000.0,צפון
קיה,2014,פיקנטו,3,אוטומטית,1200.0,בנזין,נצרת עילית,35000.0,143000.0,צפון
יונדאי,2010,טרג'ט,3,אוטומטית,2400.0,בנזין,ירושלים,27000.0,155959.6677694302,מרכז
ניסאן,2018, מיקרה,2,אוטומטית,1200.0,בנזין,אשקלון,34000.0,133000.0,דרום
קיה,2007,קרניבל,7,אוטומטית,2900.0,דיזל,ירושלים,25500.0,179801.16794401594,מרכז
סובארו,2012,B4,2,טיפטרוניק,2000.0,בנזין,ארבל,30000.0,147000.0,צפון
סיטרואן,2017,C3,2,טיפטרוניק,1200.0,בנזין,מודיעין מכבים רעות,56000.0,108000.0,מרכז
קיה,2014,פיקנטו,2,אוטומטית,1248.0,בנזין,טירת כרמל,42000.0,101500.0,צפון
סקודה,2015, אוקטביה (2015),2,אוטומטית,1200.0,בנזין,באר שבע,55000.0,120000.0,דרום
יונדאי,2011,i10,4,אוטומטית,1200.0,בנזין,ירושלים,25000.0,77000.0,מרכז
הונדה,2015,CIVIC,1,אוטומטית,1600.0,בנזין,בת ים,49000.0,100000.0,מרכז
קיה,2015,פיקנטו,3,אוטומטית,1250.0,בנזין,נתניה,43000.0,115000.0,מרכז
יונדאי,2015,i20,1,אוטומטית,1368.0,בנזין,תל אביב יפו,60000.0,28000.0,מרכז
יונדאי,2021,i20,2,אוטומטית,1000.0,בנזין,יהוד מונוסון,87000.0,7800.0,מרכז
הונדה,2008,CIVIC,3,ידנית,1800.0,בנזין,מודיעין,24000.0,171854.0012191534,מרכז
שברולט,2020,ספארק,1,אוטומטית,1400.0,בנזין,קרית יערים,59000.0,60000.0,מרכז
סיטרואן,2017,CX,1,ידנית,1500.0,דיזל,מגדל העמק,60000.0,23000.0,מזרח
פורד,2017,פוקוס,2,אוטומטית,1450.0,בנזין,נתניה,46000.0,102000.0,מרכז
טויוטה,2017,קאמרי,2,אוטומטית,2500.0,היברידי,אשדוד,85000.0,126000.0,דרום
פיג'ו,2018,5008,2,אוטומטית,1600.0,דיזל,מודיעין עילית,82000.0,190000.0,מרכז
שברולט,2015,אימפלה,3,אוטומטית,3600.0,בנזין,ראשון לציון,83000.0,165000.0,מרכז
רנו,2013, פלואנס,5,אוטומטית,1600.0,דיזל,כרמיאל,25000.0,197000.0,צפון
טויוטה,2014,קורולה,3,אוטומטית,1600.0,בנזין,ירושלים,55000.0,213000.0,מרכז
יונדאי,2018,i10,3,אוטומטית,1200.0,בנזין,אשדוד,55000.0,75000.0,דרום
פולקסווגן,2013,פולו,1,אוטומטית,1390.0,בנזין,חיפה,33000.0,98000.0,צפון
מאזדה,2008,6,2,אוטומטית,1999.0,בנזין,חולון,20000.0,130415.0,מרכז
קיה,2016,פיקנטו,1,אוטומטית,1000.0,בנזין,רעננה,25000.0,155000.0,מרכז
טויוטה,2017,אונסיס,2,אוטומטית,1800.0,בנזין,קרית מוצקין,75000.0,115000.0,צפון
מרצדס,2010, E-Class קופה / קבריולט,3,אוטומטית,3500.0,בנזין,סח'נין,85000.0,130000.0,מזרח
קיה,2019,פיקנטו,2,אוטומטית,1200.0,בנזין,קרית שמונה,68000.0,54000.0,צפון
שברולט,2017,ספארק,2,אוטומטית,1500.0,בנזין,אופקים,38000.0,124000.0,דרום
קיה,2011,סיד,2,אוטומטית,1600.0,בנזין,ראש העין,20500.0,148722.0,מרכז
שברולט,1998,טראקס,3,אוטומטית,6500.0,טורבו דיזל,גבעת שמואל,24000.0,250000.0,מרכז
הונדה,2011,JAZZ,1,לא מוגדר,1300.0,בנזין,פרדס חנה כרכור,26000.0,197000.0,צפון
קיה,2021,פיקנטו,2,אוטומטית,1250.0,בנזין,רכסים,83000.0,16000.0,צפון
סובארו,2015,אימפרזה,2,אוטומטית,1600.0,בנזין,פתח תקווה,49000.0,71560.0,מרכז
פולקסווגן,2017,ג'טה,2,אוטומטית,1200.0,בנזין,עפולה,57000.0,140000.0,מזרח
ניסאן,2016, אלתימה,3,אוטומטית,1600.0,דיזל,פתח תקווה,65000.0,80000.0,מרכז
פולקסווגן,2017,פאסאט,4,אוטומטית,1800.0,בנזין,עפולה,84000.0,124000.0,מזרח
סיטרואן,2015,C3,2,אוטומטית,1600.0,בנזין,טירת כרמל,40000.0,49000.0,צפון
יונדאי,2019,i10,1,אוטומטית,1200.0,בנזין,נהריה,58000.0,50000.0,צפון
טויוטה,2017,קורולה,1,אוטומטית,1598.0,בנזין,אשדוד,90000.0,60000.0,דרום
קיה,2018,פיקנטו,1,אוטומטית,1250.0,בנזין,קרית עקרון,73000.0,14500.0,מרכז
טויוטה,2014,אוריס,2,אוטומטית,1800.0,בנזין,אור יהודה,55000.0,148000.0,מרכז
פולקסווגן,2018,פולו,3,אוטומטית,1000.0,בנזין,הרצליה,89000.0,50000.0,מרכז
קיה,2015,פיקנטו,4,ידנית,1200.0,בנזין,חדרה,31000.0,72000.0,צפון
הונדה,2018,CIVIC,2,אוטומטית,1000.0,בנזין,אשקלון,75000.0,118000.0,דרום
טויוטה,2020,יאריס,1,אוטומטית,1500.0,היברידי,הוד השרון,94000.0,42000.0,מרכז
הונדה,2016,CIVIC,1,אוטומטית,1799.0,בנזין,ראשון לציון,65000.0,135000.0,מרכז
טויוטה,2015,קורולה,1,אוטומטית,1600.0,בנזין,כסיפה,50000.0,200000.0,מזרח
מאזדה,2013, 3,3,אוטומטית,1500.0,בנזין,פתח תקווה,40000.0,144000.0,מרכז
מאזדה,2008, 3,3,אוטומטית,2000.0,בנזין,בת ים,23000.0,165516.0,מרכז
ב.מ.וו,2010,530,4,אוטומטית,3000.0,בנזין,כפר כנא,90000.0,210.0,מזרח
טויוטה,2014,פריוס,2,אוטומטית,1800.0,בנזין,גבע בנימין,92500.0,143000.0,מרכז
יונדאי,2022,i10,1,אוטומטית,1200.0,בנזין,אשדוד,80000.0,8000.0,דרום
טויוטה,2015,פריוס,3,אוטומטית,1800.0,היברידי,אלעד,72000.0,149000.0,מרכז
קיה,2012,פיקנטו,1,אוטומטית,1200.0,בנזין,תל אביב יפו,29000.0,146000.0,מרכז
מרצדס,2023, E-Class,4,אוטומטית,2500.0,בנזין,אשדוד,86000.0,6351.0,דרום
הונדה,2006,CIVIC,5,אוטומטית,1800.0,בנזין,בני ברק,19000.0,255000.0,מרכז
יונדאי,2016,i10,1,אוטומטית,998.0,בנזין,הרצליה,45000.0,108850.0,מרכז
יונדאי,2016,סונטה,2,אוטומטית,2000.0,היברידי,טבריה,89000.0,149000.0,צפון
יונדאי,2013,i40,4,אוטומטית,2000.0,בנזין,רחובות,33000.0,147000.0,מרכז
טויוטה,2015,קורולה,1,אוטומטית,1600.0,בנזין,בית שמש,65000.0,187000.0,מזרח
הונדה,2016,CIVIC,1,אוטומטית,1799.0,בנזין,ראשון לציון,65000.0,135000.0,מרכז
פולקסווגן,2016,גולף,2,אוטומטית,1400.0,בנזין,קרית שמונה,70000.0,160000.0,צפון
יונדאי,2013,ולוסטר,5,אוטומטית,1600.0,בנזין,נס ציונה,42000.0,190.0,מרכז
הונדה,2015,JAZZ,1,אוטומטית,1300.0,בנזין,פתח תיקווה,64000.0,60000.0,מזרח
טויוטה,2018,יאריס,1,אוטומטית,1496.0,בנזין,קרית גת,82000.0,18700.0,דרום
סיטרואן,2014,DS3,3,אוטומטית,1600.0,בנזין,מודיעין מכבים רעות,28000.0,110.0,מרכז
סובארו,2016,XV,3,אוטומטית,1600.0,בנזין,להבים,65000.0,107000.0,דרום
שברולט,2016,ספארק,1,אוטומטית,1400.0,בנזין,בית זית,51000.0,70000.0,מרכז
הונדה,2007,CIVIC,3,אוטומטית,1800.0,בנזין,ראשון לציון,22000.0,200000.0,מרכז
ב.מ.וו,2016,סדרה 1,3,אוטומטית,1500.0,בנזין,עכו,80000.0,167000.0,צפון
מאזדה,2014, 3,3,ידנית,1600.0,בנזין,בית שמש,50000.0,170000.0,מזרח
סקודה,2011, סופרב (2011),9,אוטומטית,1800.0,בנזין,אבו גוש,20000.0,250000.0,מרכז
קרייזלר,2010,"גראנד, וויאג'ר",5,אוטומטית,3800.0,בנזין,ירושלים,25000.0,180000.0,מרכז
יונדאי,2016,אלנטרה,2,אוטומטית,1600.0,בנזין,ashdod,59000.0,135000.0,מזרח
יונדאי,2014,i30,2,אוטומטית,1591.0,בנזין,גבעת חיים מאוחד,38000.0,169000.0,מזרח
קיה,2012,פורטה,2,אוטומטית,1600.0,בנזין,הוד השרון,20000.0,146000.0,מרכז
טויוטה,2016,אוריס,1,אוטומטית,1800.0,היברידי,בת עין,60000.0,192000.0,מרכז
פולקסווגן,2010,ג`טה,3,אוטומטית,1900.0,בנזין,נתיבות,20000.0,275000.0,דרום
סקודה,2016, אוקטביה (2016),2,אוטומטית,1200.0,בנזין,כפר תבור,53000.0,215000.0,צפון
יונדאי,2012,i25,3,אוטומטית,1400.0,בנזין,פתח תקווה,28000.0,190000.0,מרכז
רנו,2015, קפצ`ור,3,אוטומטית,1200.0,בנזין,ערערה,44000.0,141.0,מזרח
סובארו,2015,XV,3,אוטומטית,1600.0,בנזין,בית ג'אן,55000.0,170000.0,מזרח
לקסוס,2008,לקסוס IS250,5,אוטומטית,2500.0,בנזין,עפולה,38000.0,176600.0,מזרח
רנו,2014, קליאו,2,אוטומטית,1200.0,בנזין,הוד השרון,29500.0,146000.0,מרכז
אופל,2016,מוקה,1,אוטומטית,1400.0,בנזין,צור יצחק,43000.0,251000.0,מרכז
פולקסווגן,2018,פולו,3,אוטומטית,1000.0,בנזין,הרצליה,89000.0,50000.0,מרכז
סיטרואן,2018,C4,1,אוטומטית,1199.0,בנזין,תל אביב יפו,59500.0,73000.0,מרכז
יונדאי,2016,סונטה,2,אוטומטית,1999.0,היברידי,כפר יונה,99960.0,107000.0,מרכז
קיה,2016,פיקנטו,1,אוטומטית,1250.0,בנזין,אילת,53000.0,66000.0,דרום
רנו,2015, קליאו אסטייט,2,אוטומטית,1200.0,בנזין,בית ג'ן,29000.0,133000.0,מזרח
סקודה,2017,פאביה,1,ידנית,1200.0,בנזין,תל אביב יפו,39000.0,38000.0,מרכז
סוזוקי,2017, בלנו,1,אוטומטית,1200.0,בנזין,נשר,63600.0,65300.0,מזרח
סוזוקי,2018, SX4,1,אוטומטית,1400.0,בנזין,טבריה,95000.0,46000.0,צפון
פיג'ו,2018,301,4,ידנית,1600.0,דיזל,טבריה,19500.0,170586.0,צפון
סוזוקי,2011, ספלאש,1,אוטומטית,1242.0,בנזין,רחובות,26000.0,56000.0,מזרח
אופל,2017,אסטרה,2,טיפטרוניק,1400.0,בנזין,חיפה,47500.0,112000.0,צפון
סיטרואן,2019,C5,1,אוטומטית,1500.0,דיזל,קצרין,85000.0,92000.0,צפון
הונדה,2018,CIVIC,2,אוטומטית,988.0,בנזין,קריית אתא,67000.0,149000.0,מזרח
קיה,2015,פיקנטו,2,אוטומטית,1248.0,בנזין,אילת,30000.0,120000.0,דרום
שברולט,2015,טראקס,1,אוטומטית,1796.0,בנזין,תל אביב יפו,50400.0,62000.0,מרכז
ניסאן,2020, מיקרה,3,ידנית,1000.0,בנזין,חיפה,52500.0,73000.0,צפון
מרצדס,2000,320,3,אוטומטית,3200.0,בנזין,חד,21000.0,235431.3350180518,מזרח
רנו,2014, קליאו דור 4,1,אוטומטית,1200.0,בנזין,כפר סבא,30400.0,129000.0,מרכז
קיה,2016,נירו,1,אוטומטית,1600.0,בנזין,נווה אור,68000.0,179000.0,מזרח
הונדה,2013,CIVIC,3,אוטומטית,1800.0,בנזין,ירושלים,36000.0,168000.0,מרכז
סקודה,2012, רומסטר (2012),4,אוטומטית,1200.0,בנזין,סח'נין,25000.0,200000.0,מזרח
סקודה,2014, אוקטביה (2014),3,טיפטרוניק,1400.0,בנזין,עראבה,44000.0,20000.0,מזרח
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,אשדוד,65000.0,7000.0,דרום
שברולט,2017,מאליבו,3,טיפטרוניק,1500.0,בנזין,ברוש,65000.0,124000.0,דרום
שברולט,2019,אקווינוקס,1,אוטומטית,1600.0,בנזין,ראשון לציון,93000.0,46400.0,מרכז
טויוטה,2016,אוריס,4,אוטומטית,1800.0,בנזין,ירושלים,57000.0,180000.0,מרכז
אאודי,2012, A1,7,אוטומטית,1400.0,בנזין,מעלה אדומים,38000.0,146000.0,מרכז
הונדה,2016,CIVIC,1,אוטומטית,1800.0,בנזין,רמת גן,70000.0,44000.0,מרכז
אופל,2016,אסטרה,2,אוטומטית,1400.0,בנזין,באר שבע,24000.0,141000.0,דרום
מאזדה,2010, 5,3,אוטומטית,2000.0,בנזין,רחובות,35000.0,303170.0,מרכז
קרייזלר,2012,"גראנד, וויאג'ר",3,אוטומטית,3600.0,בנזין,קרית ביאליק,44000.0,282.0,צפון
סקודה,2014," פאביה
 (2014)",1,אוטומטית,1200.0,בנזין,גבעת אלה,32000.0,224500.0,מזרח
קיה,2020,פיקנטו,2,אוטומטית,1300.0,בנזין,רמלה,64000.0,34000.0,מרכז
קיה,2010,ריו,3,אוטומטית,1400.0,בנזין,עפולה,23500.0,180000.0,מזרח
שברולט,2013,אורלנדו,2,אוטומטית,2000.0,דיזל,"כפר חב""ד",25000.0,132118.1675948426,מזרח
פולקסווגן,2009,גולף,5,אוטומטית,1400.0,בנזין,עכו,25000.0,156000.0,צפון
מאזדה,2008,6,2,טיפטרוניק,2500.0,בנזין,שריגים,26000.0,185400.0,מזרח
פולקסווגן,2015,גולף,1,טיפטרוניק,1400.0,בנזין,תל אביב יפו,66000.0,100600.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1250.0,בנזין,הוד השרון,68000.0,56000.0,מרכז
הונדה,2016,CIVIC,1,אוטומטית,1800.0,בנזין,רמת גן,60000.0,44000.0,מרכז
שברולט,2017,קרוז החדשה,3,אוטומטית,1399.0,בנזין,שדרות,53000.0,100000.0,דרום
יונדאי,2015,i25,3,אוטומטית,1400.0,בנזין,אשדוד,40000.0,155000.0,דרום
קיה,2019,פיקנטו,2,אוטומטית,1250.0,בנזין,חולון,59000.0,70000.0,מרכז
יונדאי,2018,סונטה,3,אוטומטית,2000.0,היברידי,בית שמש,92500.0,112000.0,מזרח
סקודה,2019,פאביה,1,אוטומטית,110.0,בנזין,חיפה,80000.0,36000.0,צפון
יונדאי,2014,i25,2,אוטומטית,1600.0,בנזין,רמת גן,48000.0,116000.0,מרכז
פולקסווגן,2011,שירוקו,4,אוטומטית,1390.0,בנזין,פקיעין,46000.0,257.0,מזרח
הונדה,2018,CIVIC,1,אוטומטית,1500.0,בנזין,חופית,96000.0,54500.0,מרכז
טויוטה,2018,אוריס,1,אוטומטית,1800.0,בנזין,אבן יהודה,84000.0,99000.0,מרכז
יונדאי,2019,איוניק,2,אוטומטית,1600.0,היברידי,ראש העין,87000.0,86000.0,מרכז
קיה,2011,פיקנטו,3,אוטומטית,1250.0,בנזין,רעננה,30000.0,152000.0,מרכז
הונדה,2010,CIVIC,3,אוטומטית,1800.0,בנזין,רחובות,29000.0,140000.0,מרכז
סקודה,2018,פאביה,1,אוטומטית,999.0,בנזין,קרית ים,67000.0,83000.0,צפון
אאודי,2012, A1,1,אוטומטית,1400.0,בנזין,חיפה,43000.0,146000.0,צפון
סוזוקי,2017, בלנו,2,אוטומטית,1300.0,בנזין,ראשון,45000.0,46500.0,מרכז
קיה,2018,סיד,2,אוטומטית,1600.0,דיזל,חדרה,42000.0,205000.0,צפון
קיה,2017,פיקנטו,1,אוטומטית,1248.0,בנזין,תל אביב יפו,55000.0,49000.0,מרכז
מיצובישי,2020,לנסר ספורטבק,2,אוטומטית,4200.0,גז,באר שבע,35000.0,90000.0,דרום
הונדה,2016,CIVIC,2,אוטומטית,1800.0,בנזין,בני ברק,53000.0,129000.0,מרכז
יונדאי,2018,i25,1,אוטומטית,1600.0,בנזין,בת ים,60000.0,95000.0,מרכז
טויוטה,2014,קורולה,1,אוטומטית,1600.0,בנזין,קרית מוצקין,65000.0,90000.0,צפון
יונדאי,2017,i25,1,אוטומטית,1600.0,בנזין,בת ים,45000.0,140000.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1250.0,בנזין,תל אביב יפו,69000.0,42000.0,מרכז
סקודה,2015, רומסטר (2015),1,אוטומטית,1200.0,בנזין,אבן יהודה,29000.0,149000.0,מרכז
דייהטסו,2011,סיריון,2,אוטומטית,1300.0,בנזין,ראשון לציון,19900.0,172200.0,מרכז
יונדאי,2019,אלנטרה,1,אוטומטית,1591.0,בנזין,פתח תקווה,91700.0,61600.0,מרכז
פולקסווגן,2017,גולף,2,אוטומטית,1400.0,בנזין,באקה,65500.0,18000.0,מזרח
מרצדס,2013, C-Class Taxi,3,טיפטרוניק,2100.0,דיזל,מעלה אדומים,35000.0,540.0,מרכז
פולקסווגן,2013,גולף,1,אוטומטית,1400.0,בנזין,ירושלים,39000.0,178000.0,מרכז
יונדאי,2014,i25,3,אוטומטית,1600.0,בנזין,נשר,44000.0,122000.0,צפון
ב.מ.וו,2012,318,3,אוטומטית,2000.0,בנזין,עפולה,52000.0,75000.0,מזרח
יונדאי,2019,איוניק,2,אוטומטית,1600.0,היברידי,קרית מלאכי,74000.0,144000.0,דרום
פולקסווגן,2009,גולף,2,אוטומטית,1400.0,בנזין,כמון,29000.0,163906.83449429087,צפון
סובארו,2013,אימפרזה,1,אוטומטית,1600.0,בנזין,ירושלים,26500.0,206000.0,מרכז
אופל,2017,מוקה X,1,אוטומטית,1399.0,בנזין,אשדוד,69000.0,120000.0,דרום
ניסאן,2017, סנטרה,1,אוטומטית,1800.0,בנזין,נתניה,53000.0,85000.0,מרכז
מאזדה,2008,2,2,אוטומטית,1500.0,בנזין,מעלות,18500.0,176600.0,מזרח
מרצדס,2011, C-CLASS קופה,2,אוטומטית,1800.0,בנזין,ירושלים,75000.0,140000.0,מרכז
יונדאי,2019,איוניק,2,אוטומטית,1600.0,היברידי,צפת,98000.0,106000.0,צפון
קיה,2016,נירו EV,2,אוטומטית,1600.0,בנזין,צפת,80000.0,113000.0,צפון
סוזוקי,2016, סלריו,2,אוטומטית,998.0,בנזין,נהרייה,35500.0,39500.0,לא ידוע
הונדה,2018,CIVIC,1,אוטומטית,1600.0,בנזין,ירושלים,83000.0,17000.0,מרכז
פולקסווגן,2015,פאסאט,2,אוטומטית,2000.0,דיזל,רמת גן,50000.0,116223.83414511755,מרכז
אופל,2015,מריבה,3,טיפטרוניק,1400.0,בנזין,באר שבע,26000.0,128000.0,דרום
סקודה,2015, רומסטר (2015),2,אוטומטית,1200.0,בנזין,באר שבע,24000.0,240000.0,דרום
יונדאי,2016,סונטה,2,אוטומטית,1600.0,בנזין,מעגלים,82000.0,88000.0,דרום
פולקסווגן,2017,חיפושית חדשה,1,אוטומטית,1197.0,בנזין,חיפה,98000.0,42000.0,צפון
מאזדה,2009,3,3,אוטומטית,105.0,בנזין,פתח תקווה,25000.0,220000.0,מרכז
טויוטה,2018,אוריס,2,אוטומטית,1800.0,היברידי,אלעד,40000.0,220.0,מרכז
